lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy,cosine_to_bn,cosine_to_de,cosine_to_en,cosine_to_es,cosine_to_fr,cosine_to_ja,cosine_to_ru,cosine_to_sw,cosine_to_te,cosine_to_th,cosine_to_zh
bn,0,planner,Planner,False,5,18,4x37x2560,-8.4862642288208,304.0,8.0,-8.4862642288208,3,0.25,1000,final_layer,1.0,0.7462595701217651,0.6864940524101257,0.7354366183280945,0.74150151014328,0.7821537852287292,0.8237003684043884,0.7238823175430298,0.7430647015571594,0.9447839856147766,0.696601152420044
bn,0,critic,Critic,False,5,18,4x37x2560,-12.54417896270752,1657.0,8.0,-10.363527297973633,,0.0,1000,final_layer,1.0,0.7244275808334351,0.7096979022026062,0.7205390930175781,0.718564510345459,0.7965073585510254,0.780022382736206,0.7283640503883362,0.8207122683525085,0.9244986772537231,0.7248460650444031
bn,0,refiner,Refiner,False,5,18,4x37x2560,-24.549129486083984,22484.0,8.0,-11.014238357543945,,0.0,1000,final_layer,1.0,0.7228392362594604,0.7077772617340088,0.7163347005844116,0.7222593426704407,0.7477874159812927,0.5909920334815979,0.7291412353515625,0.7714506983757019,0.8413338661193848,0.6879522800445557
bn,0,judger,Judger,False,5,18,1x37x2560,-0.9061002731323242,1.0,1.0,-0.9061002731323242,0,1.0,1000,final_layer,1.0,0.7998483180999756,0.734390377998352,0.7896085381507874,0.7929479479789734,0.7693960666656494,0.8179337978363037,0.7947847843170166,0.8416658639907837,0.8384639024734497,0.7528247833251953
bn,1,planner,Planner,True,3,3,4x37x2560,-12.998363494873047,808.0,19.0,-10.240976333618164,3,0.25,1000,final_layer,1.0,0.7422522902488708,0.7027027010917664,0.7304522395133972,0.7343519926071167,0.733780562877655,0.741420567035675,0.7127795815467834,0.7623095512390137,0.9317707419395447,0.6827700734138489
bn,1,critic,Critic,True,3,3,4x37x2560,-15.808967590332031,5695.0,19.0,-10.056303977966309,,0.0,1000,final_layer,1.0,0.7439624667167664,0.7164664268493652,0.7265798449516296,0.7430418133735657,0.7285671234130859,0.7083948254585266,0.5516291260719299,0.7459657788276672,0.9029491543769836,0.7331115007400513
bn,1,refiner,Refiner,True,3,3,4x37x2560,-26.43456268310547,56017.0,19.0,-10.691143035888672,,0.0,1000,final_layer,1.0,0.7241460680961609,0.6332812905311584,0.7396203875541687,0.7284202575683594,0.7576650381088257,0.6621774435043335,0.70283043384552,0.8608006834983826,0.9393494129180908,0.7341753840446472
bn,1,judger,Judger,True,3,3,1x37x2560,-10.496687889099121,104.0,19.0,-10.199969291687012,0,1.0,1000,final_layer,1.0,0.795787513256073,0.7439032793045044,0.7872710227966309,0.7904356718063354,0.7451213002204895,0.8160504698753357,0.7732810378074646,0.8454799056053162,0.8403796553611755,0.7600423693656921
bn,2,planner,Planner,True,70000,70000,4x37x2560,-8.99470329284668,93.0,49.0,-8.39697265625,2,0.5,1000,final_layer,1.0,0.7531173229217529,0.7253132462501526,0.7214257717132568,0.7462977766990662,0.7677793502807617,0.7531812787055969,0.7339727282524109,0.7711812853813171,0.937387228012085,0.6900071501731873
bn,2,critic,Critic,True,70000,70000,4x37x2560,-18.85658073425293,1568.0,49.0,-9.69144058227539,,0.0,1000,final_layer,1.0,0.734910249710083,0.7052978277206421,0.7074037194252014,0.7559361457824707,0.7290650010108948,0.6976579427719116,0.6595147848129272,0.7684125304222107,0.6673168540000916,0.7241929769515991
