lang,accuracy,correct,total,latent_reasoning_score,planner_latent_reasoning_score,critic_latent_reasoning_score,refiner_latent_reasoning_score,judger_latent_reasoning_score,cosine_to_bn,cosine_to_de,cosine_to_en,cosine_to_es,cosine_to_fr,cosine_to_ja,cosine_to_ru,cosine_to_sw,cosine_to_te,cosine_to_th,cosine_to_zh
bn,0.42,21,50,0.335,0.315,0.025,0.0,1.0,1.0,0.7569996079802513,0.7224308928847313,0.7494644129276276,0.7546122688055038,0.7771023300290107,0.8003712967038155,0.7353107938170433,0.8253856080770493,0.858357395529747,0.7293748468160629
de,0.9,45,50,0.45625,0.49,0.335,0.28,0.72,0.7569996079802513,1.0,0.8267261353135109,0.8605039152503013,0.8695885121822358,0.7768499714136123,0.7486624854803086,0.7783997122943401,0.7866642010211945,0.7336272114515304,0.7743971335887909
en,0.92,46,50,0.39125,0.5,0.5,0.285,0.28,0.7224308928847313,0.8267261353135109,1.0,0.8224162313342095,0.8212485024333,0.7464579251408577,0.7362591701745987,0.7351920340955257,0.744664845764637,0.7209373900294304,0.7737164032459259
es,0.86,43,50,0.4875,0.45,0.23,0.29,0.98,0.7494644129276276,0.8605039152503013,0.8224162313342095,1.0,0.8920229151844978,0.774923419058323,0.7521239364147186,0.7865182715654373,0.7862470358610153,0.7316156928241253,0.7848152233660222
fr,0.36,18,50,0.5025,0.46,0.315,0.375,0.86,0.7546122688055038,0.8695885121822358,0.8212485024333,0.8920229151844978,1.0,0.7887780085206032,0.7445450526475906,0.7948255947232247,0.7943407806754113,0.732520569562912,0.7775746828317642
ja,0.72,36,50,0.53,0.495,0.43,0.295,0.9,0.7771023300290107,0.7768499714136123,0.7464579251408577,0.774923419058323,0.7887780085206032,1.0,0.7011990922689438,0.7203570063412189,0.770083038508892,0.756695656478405,0.7693479409813881
ru,0.76,38,50,0.32625,0.505,0.24,0.08,0.48,0.8003712967038155,0.7486624854803086,0.7362591701745987,0.7521239364147186,0.7445450526475906,0.7011990922689438,1.0,0.7088765329122544,0.7429189920425415,0.7912174764275551,0.7315833672881127
sw,0.16,8,50,0.5125,0.465,0.38,0.265,0.94,0.7353107938170433,0.7783997122943401,0.7351920340955257,0.7865182715654373,0.7948255947232247,0.7203570063412189,0.7088765329122544,1.0,0.7678326517343521,0.7130582344532013,0.7084277100861073
te,0.22,11,50,0.395,0.445,0.055,0.08,1.0,0.8253856080770493,0.7866642010211945,0.744664845764637,0.7862470358610153,0.7943407806754113,0.770083038508892,0.7429189920425415,0.7678326517343521,1.0,0.7490545696020127,0.7383263862133026
th,0.68,34,50,0.37,0.26,0.22,0.14,0.86,0.858357395529747,0.7336272114515304,0.7209373900294304,0.7316156928241253,0.732520569562912,0.756695656478405,0.7912174764275551,0.7130582344532013,0.7490545696020127,1.0,0.7193365839123725
zh,0.74,37,50,0.4575,0.505,0.255,0.21,0.86,0.7293748468160629,0.7743971335887909,0.7737164032459259,0.7848152233660222,0.7775746828317642,0.7693479409813881,0.7315833672881127,0.7084277100861073,0.7383263862133026,0.7193365839123725,1.0
