lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy,cosine_to_bn,cosine_to_de,cosine_to_en,cosine_to_es,cosine_to_fr,cosine_to_ja,cosine_to_ru,cosine_to_sw,cosine_to_te,cosine_to_th,cosine_to_zh
bn,0,planner,Planner,False,5,18,4x37x2560,-8.605594635009766,374.0,8.0,-8.605594635009766,3,0.25,1000,final_layer,1.0,0.749862790107727,0.6891722679138184,0.7339381575584412,0.7498595714569092,0.8158409595489502,0.8515509366989136,0.7265676259994507,0.7435383200645447,0.9472920298576355,0.7285902500152588
bn,0,critic,Critic,False,5,18,4x37x2560,-13.300630569458008,1786.0,8.0,-10.32124137878418,,0.0,1000,final_layer,1.0,0.7266162037849426,0.7131192684173584,0.722148597240448,0.7457641363143921,0.7683665156364441,0.9396777749061584,0.6356979608535767,0.9120456576347351,0.9291962385177612,0.6944366097450256
bn,0,refiner,Refiner,False,5,18,4x37x2560,-27.790124893188477,32183.0,8.0,-10.891322135925293,,0.0,1000,final_layer,1.0,0.8594401478767395,0.724890947341919,0.7229390740394592,0.7303293347358704,0.8891451954841614,0.6944770812988281,0.7419942021369934,0.9111837148666382,0.8863775730133057,0.7789111733436584
bn,0,judger,Judger,False,5,18,1x37x2560,-0.946527361869812,1.0,1.0,-0.946527361869812,0,1.0,1000,final_layer,1.0,0.8010115027427673,0.7356668710708618,0.790012538433075,0.7941491007804871,0.76795494556427,0.8186702132225037,0.7896604537963867,0.8433147668838501,0.8396600484848022,0.7537826895713806
bn,1,planner,Planner,True,3,3,4x37x2560,-13.15493106842041,911.0,19.0,-10.510530471801758,3,0.25,1000,final_layer,1.0,0.7454803586006165,0.6971442699432373,0.731393039226532,0.7350788712501526,0.741436243057251,0.7092310190200806,0.7148566246032715,0.7635170221328735,0.9354144930839539,0.6819555759429932
bn,1,critic,Critic,True,3,3,4x37x2560,-14.466487884521484,4407.0,19.0,-10.028425216674805,,0.0,1000,final_layer,1.0,0.7409623861312866,0.7161383628845215,0.7241836786270142,0.7372010350227356,0.7523385286331177,0.7073136568069458,0.5895666480064392,0.7501616477966309,0.9202926158905029,0.7296401262283325
bn,1,refiner,Refiner,True,3,3,4x37x2560,-30.660200119018555,59784.0,19.0,-10.448022842407227,,0.0,1000,final_layer,1.0,0.7376950979232788,0.620019257068634,0.6136341691017151,0.7405145764350891,0.7352052927017212,0.6508051753044128,0.7172426581382751,0.8740030527114868,0.8994489312171936,0.7402850985527039
bn,1,judger,Judger,True,3,3,1x37x2560,-10.283361434936523,92.0,19.0,-10.167261123657227,0,1.0,1000,final_layer,1.0,0.7959895730018616,0.7397693991661072,0.7873448133468628,0.7922681570053101,0.7451602220535278,0.8151565790176392,0.774141788482666,0.8427828550338745,0.8422229886054993,0.7596470713615417
bn,2,planner,Planner,False,12,70000,4x37x2560,-9.462894439697266,99.0,49.0,-8.26386833190918,2,0.5,1000,final_layer,1.0,0.752083420753479,0.7262163758277893,0.7246586680412292,0.7386495471000671,0.7772601246833801,0.6990280747413635,0.7357629537582397,0.7737836837768555,0.9358713030815125,0.692601203918457
bn,2,critic,Critic,False,12,70000,4x37x2560,-13.841760635375977,963.0,49.0,-9.13509464263916,3,0.25,1000,final_layer,1.0,0.7542375326156616,0.6989569664001465,0.7060822248458862,0.7409895062446594,0.7231128215789795,0.6957399249076843,0.6877177357673645,0.760140061378479,0.6721102595329285,0.7309258580207825
bn,2,refiner,Refiner,False,12,70000,4x37x2560,-14.177196502685547,1291.0,49.0,-9.287922859191895,,0.0,1000,final_layer,1.0,0.7252941727638245,0.7043264508247375,0.7196512818336487,0.7180683016777039,0.9002832174301147,0.6809507608413696,0.699454665184021,0.7391443848609924,0.7166185975074768,0.6641495823860168
