lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy,cosine_to_bn,cosine_to_de,cosine_to_en,cosine_to_es,cosine_to_fr,cosine_to_ja,cosine_to_ru,cosine_to_sw,cosine_to_te,cosine_to_th,cosine_to_zh
bn,0,planner,Planner,False,5,18,4x37x2560,-8.585186004638672,305.0,8.0,-8.585186004638672,3,0.25,1000,final_layer,1.0,0.7349847555160522,0.6883947849273682,0.7422062754631042,0.7436279058456421,0.7720233798027039,0.6609060764312744,0.7159346342086792,0.9083458185195923,0.9385984539985657,0.694301426410675
bn,0,critic,Critic,False,5,18,4x37x2560,-10.9638090133667,980.0,8.0,-10.165481567382812,3,0.25,1000,final_layer,1.0,0.7159330248832703,0.7248281240463257,0.7337073683738708,0.7439103126525879,0.7198759317398071,0.5743359923362732,0.690664529800415,0.7417637705802917,0.7146230936050415,0.7062219977378845
bn,0,refiner,Refiner,False,5,18,4x37x2560,-10.023539543151855,1036.0,8.0,-10.023539543151855,,0.0,1000,final_layer,1.0,0.6993880271911621,0.6958022117614746,0.7094401717185974,0.7137768268585205,0.9315719604492188,0.6122862100601196,0.7060378789901733,0.9313737750053406,0.8819872140884399,0.7320706844329834
bn,0,judger,Judger,False,5,18,1x37x2560,-0.89554762840271,1.0,1.0,-0.89554762840271,0,1.0,1000,final_layer,1.0,0.7991767525672913,0.7362073063850403,0.7899816632270813,0.7941420674324036,0.7690123319625854,0.8176521062850952,0.7910315990447998,0.8444759845733643,0.8400418162345886,0.7548202276229858
bn,1,planner,Planner,True,3,3,4x37x2560,-11.402606964111328,626.0,19.0,-10.023616790771484,3,0.25,1000,final_layer,1.0,0.7380548119544983,0.6979374885559082,0.718656063079834,0.73919677734375,0.7194822430610657,0.6807892322540283,0.6920892000198364,0.7727278470993042,0.9297217130661011,0.6846936941146851
bn,1,critic,Critic,True,3,3,4x37x2560,-20.59562873840332,11123.0,19.0,-9.822244644165039,,0.0,1000,final_layer,1.0,0.7461915016174316,0.6540616154670715,0.7148404717445374,0.7447668313980103,0.7227874994277954,0.8495669364929199,0.5605725049972534,0.762120246887207,0.7027498483657837,0.7338026762008667
bn,1,refiner,Refiner,True,3,3,4x37x2560,-17.28215789794922,13080.0,19.0,-10.848733901977539,,0.0,1000,final_layer,1.0,0.7131394147872925,0.7261292338371277,0.7147173285484314,0.7216484546661377,0.8073431253433228,0.663201630115509,0.6840245127677917,0.7576410174369812,0.9246816635131836,0.7173555493354797
bn,1,judger,Judger,True,3,3,1x37x2560,-10.26558780670166,98.0,19.0,-10.159396171569824,0,1.0,1000,final_layer,1.0,0.7962216138839722,0.7438886761665344,0.7870693206787109,0.7905533313751221,0.7415311336517334,0.8167280554771423,0.7738347053527832,0.8398582339286804,0.8384652137756348,0.7612819075584412
bn,2,planner,Planner,False,2,70000,4x37x2560,-8.06666088104248,84.0,49.0,-8.06666088104248,2,0.5,1000,final_layer,1.0,0.7322688102722168,0.7101917266845703,0.7029798626899719,0.7539219856262207,0.7440215945243835,0.6725702285766602,0.7190921902656555,0.7645649313926697,0.9305246472358704,0.6945215463638306
bn,2,critic,Critic,False,2,70000,4x37x2560,-14.580355644226074,664.0,49.0,-9.127100944519043,3,0.25,1000,final_layer,1.0,0.7460700273513794,0.6828337907791138,0.6986804604530334,0.7564032077789307,0.7262920141220093,0.8750565052032471,0.5239694714546204,0.7673702836036682,0.6537714004516602,0.7121317386627197
bn,2,refiner,Refiner,False,2,70000,4x37x2560,-12.238213539123535,765.0,49.0,-9.624480247497559,3,0.25,1000,final_layer,1.0,0.7189421653747559,0.7191891670227051,0.7170182466506958,0.7118470668792725,0.8684899806976318,0.8450294733047485,0.697770357131958,0.7402832508087158,0.932473361492157,0.7378870844841003
bn,2,judger,Judger,False,2,70000,1x37x2560,-12.069219589233398,156.0,49.0,-9.34124755859375,0,1.0,1000,final_layer,1.0,0.7990514636039734,0.7272791266441345,0.7912859916687012,0.7907602787017822,0.749690592288971,0.8164567947387695,0.7922178506851196,0.841475784778595,0.8389601707458496,0.7478631734848022
bn,3,planner,Planner,False,180,540,4x37x2560,-9.629786491394043,91.0,38.0,-8.485989570617676,2,0.5,1000,final_layer,1.0,0.7389783263206482,0.7166704535484314,0.7051626443862915,0.7362802624702454,0.7915888428688049,0.7655630707740784,0.7339019179344177,0.7651679515838623,0.9210349321365356,0.5158349871635437
bn,3,critic,Critic,False,180,540,4x37x2560,-12.499427795410156,335.0,38.0,-8.758110046386719,3,0.25,1000,final_layer,1.0,0.7288398742675781,0.7070642709732056,0.7301052212715149,0.73991858959198,0.7157308459281921,0.7402562499046326,0.7095121145248413,0.7501569986343384,0.68602454662323,0.7180074453353882
bn,3,refiner,Refiner,False,180,540,4x37x2560,-16.21156120300293,2374.0,38.0,-9.840608596801758,,0.0,1000,final_layer,1.0,0.7122271060943604,0.718217670917511,0.7075294256210327,0.7103784680366516,0.8744966387748718,0.6881818175315857,0.7621343731880188,0.9503933787345886,0.9427974820137024,0.7219422459602356
bn,3,judger,Judger,False,180,540,1x37x2560,-11.197928428649902,111.0,38.0,-10.497512817382812,0,1.0,1000,final_layer,1.0,0.7976326942443848,0.7349581718444824,0.7879781723022461,0.7869116067886353,0.7619733214378357,0.8126348853111267,0.801832377910614,0.8473235368728638,0.8370868563652039,0.7548512816429138
bn,4,planner,Planner,True,20,20,4x37x2560,-9.612282752990723,903.0,12.0,-9.612282752990723,2,0.5,1000,final_layer,1.0,0.7509177923202515,0.722929060459137,0.7534799575805664,0.7318334579467773,0.7251534461975098,0.5516009330749512,0.7054030895233154,0.7338412404060364,0.8839121460914612,0.7011798024177551
bn,4,critic,Critic,True,20,20,4x37x2560,-14.048161506652832,1240.0,12.0,-8.383042335510254,,0.0,1000,final_layer,1.0,0.7113520503044128,0.736726701259613,0.710421085357666,0.7166448831558228,0.7185152173042297,0.7410726547241211,0.7188997864723206,0.7526934742927551,0.8947149515151978,0.7133809328079224
bn,4,refiner,Refiner,True,20,20,4x37x2560,-19.05978012084961,6353.0,12.0,-10.056001663208008,,0.0,1000,final_layer,1.0,0.7232558131217957,0.7191341519355774,0.7076120972633362,0.7037112712860107,0.8350923657417297,0.5627667903900146,0.7094408869743347,0.7274181246757507,0.8787741661071777,0.7035670876502991
bn,4,judger,Judger,True,20,20,1x37x2560,-10.647035598754883,100.0,12.0,-10.536008834838867,0,1.0,1000,final_layer,1.0,0.8056128025054932,0.7356024980545044,0.7942714691162109,0.7913905382156372,0.7656399607658386,0.8211546540260315,0.7892003655433655,0.8382584452629089,0.8415270447731018,0.7507607340812683
bn,5,planner,Planner,False,4,64,4x37x2560,-9.660002708435059,530.0,42.0,-9.660002708435059,3,0.25,1000,final_layer,1.0,0.7472636699676514,0.7252798080444336,0.7218475341796875,0.7327605485916138,0.7541612982749939,0.7953773140907288,0.7837509512901306,0.7288814187049866,0.9322476983070374,0.6996053457260132
bn,5,critic,Critic,False,4,64,4x37x2560,-12.66911792755127,2088.0,42.0,-10.675594329833984,,0.0,1000,final_layer,1.0,0.7247278094291687,0.6982218623161316,0.7145268321037292,0.7266911864280701,0.7224850654602051,0.7024315595626831,0.7176335453987122,0.749679446220398,0.7237949967384338,0.7298296689987183
bn,5,refiner,Refiner,False,4,64,4x37x2560,-24.642940521240234,11450.0,42.0,-10.626538276672363,,0.0,1000,final_layer,1.0,0.7102380990982056,0.7270880937576294,0.7032142281532288,0.7174801230430603,0.7490759491920471,0.6470232605934143,0.7273434996604919,0.7459540963172913,0.9089609384536743,0.709601640701294
bn,5,judger,Judger,False,4,64,1x37x2560,-11.657049179077148,121.0,42.0,-10.610563278198242,0,1.0,1000,final_layer,1.0,0.7978699207305908,0.7249246835708618,0.7882355451583862,0.7868696451187134,0.7620991468429565,0.8114247918128967,0.7990514636039734,0.8453320860862732,0.8427050113677979,0.7507796287536621
bn,6,planner,Planner,False,2,260,4x37x2560,-9.6597318649292,606.0,12.0,-9.6597318649292,3,0.25,1000,final_layer,1.0,0.7487064003944397,0.7134416103363037,0.7090124487876892,0.7201573252677917,0.8039072155952454,0.7027433514595032,0.7211292386054993,0.7459266185760498,0.9332891702651978,0.6946099996566772
bn,6,critic,Critic,False,2,260,4x37x2560,-11.67888355255127,1117.0,12.0,-10.109245300292969,,0.0,1000,final_layer,1.0,0.7244581580162048,0.6954330205917358,0.7299772500991821,0.7222015857696533,0.7138389348983765,0.6829831004142761,0.7169225811958313,0.763475775718689,0.6952390670776367,0.7125629782676697
bn,6,refiner,Refiner,False,2,260,4x37x2560,-12.566132545471191,2081.0,12.0,-10.935766220092773,,0.0,1000,final_layer,1.0,0.7217758893966675,0.7241837978363037,0.710464596748352,0.7122304439544678,0.9150891900062561,0.631212592124939,0.7894129157066345,0.7389900088310242,0.8685664534568787,0.7132750749588013
